A1BG	alpha-1-B_glycoprotein
RPL23AP3	ribosomal_protein_L23a_pseudogene_3
RPL23AP4	ribosomal_protein_L23a_pseudogene_4
RPL23AP5	ribosomal_protein_L23a_pseudogene_5
RPL23AP6	ribosomal_protein_L23a_pseudogene_6
RPL23AP7	ribosomal_protein_L23a_pseudogene_7
RPL23AP8	ribosomal_protein_L23a_pseudogene_8
RPL23AP10	ribosomal_protein_L23a_pseudogene_10
RPL23AP11	ribosomal_protein_L23a_pseudogene_11
RPL23AP12	ribosomal_protein_L23a_pseudogene_12
RPL23AP14	ribosomal_protein_L23a_pseudogene_14
RPL23AP15	ribosomal_protein_L23a_pseudogene_15
RPL23AP16	ribosomal_protein_L23a_pseudogene_16
RPL23AP17	ribosomal_protein_L23a_pseudogene_17
RPL23AP18	ribosomal_protein_L23a_pseudogene_18
RPL23AP19	ribosomal_protein_L23a_pseudogene_19
RPL23AP20	ribosomal_protein_L23a_pseudogene_20
RPL23AP21	ribosomal_protein_L23a_pseudogene_21
RPL23AP22	ribosomal_protein_L23a_pseudogene_22
RPL23AP23	ribosomal_protein_L23a_pseudogene_23
RPL23AP24	ribosomal_protein_L23a_pseudogene_24
RPL23AP25	ribosomal_protein_L23a_pseudogene_25
RPL23AP26	ribosomal_protein_L23a_pseudogene_26
RPL23AP27	ribosomal_protein_L23a_pseudogene_27
RPL23AP28	ribosomal_protein_L23a_pseudogene_28
RPL23AP29	ribosomal_protein_L23a_pseudogene_29
RPL23AP30	ribosomal_protein_L23a_pseudogene_30
RPL23AP31	ribosomal_protein_L23a_pseudogene_31
RPL23AP32	ribosomal_protein_L23a_pseudogene_32
RPL23AP33	ribosomal_protein_L23a_pseudogene_33
RPL23AP34	ribosomal_protein_L23a_pseudogene_34
RPL23AP35	ribosomal_protein_L23a_pseudogene_35
RPL23AP36	ribosomal_protein_L23a_pseudogene_36
RPL23AP37	ribosomal_protein_L23a_pseudogene_37
RPL23AP38	ribosomal_protein_L23a_pseudogene_38
RPL23AP39	ribosomal_protein_L23a_pseudogene_39
RPL23AP40	ribosomal_protein_L23a_pseudogene_40
RPL23AP41	ribosomal_protein_L23a_pseudogene_41
RPL23AP42	ribosomal_protein_L23a_pseudogene_42
RPL23AP43	ribosomal_protein_L23a_pseudogene_43
RPL23AP44	ribosomal_protein_L23a_pseudogene_44
RPL23AP45	ribosomal_protein_L23a_pseudogene_45
RPL23AP46	ribosomal_protein_L23a_pseudogene_46
RPL23AP47	ribosomal_protein_L23a_pseudogene_47
RPL23AP48	ribosomal_protein_L23a_pseudogene_48
RPL23AP49	ribosomal_protein_L23a_pseudogene_49
RPL23AP50	ribosomal_protein_L23a_pseudogene_50
RPL23AP51	ribosomal_protein_L23a_pseudogene_51
RPL23AP52	ribosomal_protein_L23a_pseudogene_52
RPL23AP53	ribosomal_protein_L23a_pseudogene_53
RPL23AP54	ribosomal_protein_L23a_pseudogene_54
RPL23AP55	ribosomal_protein_L23a_pseudogene_55
RPL23AP56	ribosomal_protein_L23a_pseudogene_56
RPL23AP57	ribosomal_protein_L23a_pseudogene_57
RPL23AP58	ribosomal_protein_L23a_pseudogene_58
RPL23AP59	ribosomal_protein_L23a_pseudogene_59
RPL23AP60	ribosomal_protein_L23a_pseudogene_60
RPL23AP61	ribosomal_protein_L23a_pseudogene_61
RPL23AP62	ribosomal_protein_L23a_pseudogene_62
RPL23AP63	ribosomal_protein_L23a_pseudogene_63
RPL23AP64	ribosomal_protein_L23a_pseudogene_64
RPL23AP65	ribosomal_protein_L23a_pseudogene_65
RPL23AP66	ribosomal_protein_L23a_pseudogene_66
RPL23AP67	ribosomal_protein_L23a_pseudogene_67
RPL23AP68	ribosomal_protein_L23a_pseudogene_68
RPL23AP69	ribosomal_protein_L23a_pseudogene_69
RPL23AP70	ribosomal_protein_L23a_pseudogene_70
RPL23AP71	ribosomal_protein_L23a_pseudogene_71
RPL23AP72	ribosomal_protein_L23a_pseudogene_72
RPL23AP73	ribosomal_protein_L23a_pseudogene_73
RPL23AP74	ribosomal_protein_L23a_pseudogene_74
RPL23AP75	ribosomal_protein_L23a_pseudogene_75
RPL23AP76	ribosomal_protein_L23a_pseudogene_76
RPL23AP77	ribosomal_protein_L23a_pseudogene_77
RPL23AP78	ribosomal_protein_L23a_pseudogene_78
RPL23AP79	ribosomal_protein_L23a_pseudogene_79
RPL23AP80	ribosomal_protein_L23a_pseudogene_80
RPL23AP81	ribosomal_protein_L23a_pseudogene_81
RPL23AP82	ribosomal_protein_L23a_pseudogene_82
RPL23AP83	ribosomal_protein_L23a_pseudogene_83
RPL23AP84	ribosomal_protein_L23a_pseudogene_84
RPL23AP85	ribosomal_protein_L23a_pseudogene_85
RPL23AP86	ribosomal_protein_L23a_pseudogene_86
RPL23AP87	ribosomal_protein_L23a_pseudogene_87
RPL23AP88	ribosomal_protein_L23a_pseudogene_88
RPL23AP89	ribosomal_protein_L23a_pseudogene_89
RPL23AP90	ribosomal_protein_L23a_pseudogene_90
RPL23AP91	ribosomal_protein_L23a_pseudogene_91
RPL23AP92	ribosomal_protein_L23a_pseudogene_92
RPL23AP93	ribosomal_protein_L23a_pseudogene_93
RPL23AP94	ribosomal_protein_L23a_pseudogene_94
RPL23AP95	ribosomal_protein_L23a_pseudogene_95
RPL23AP96	ribosomal_protein_L23a_pseudogene_96
RPL23AP97	ribosomal_protein_L23a_pseudogene_97
RPL23P2	ribosomal_protein_L23_pseudogene_2
RPL23P3	ribosomal_protein_L23_pseudogene_3
RPL23P4	ribosomal_protein_L23_pseudogene_4
RPL23P5	ribosomal_protein_L23_pseudogene_5
RPL23P6	ribosomal_protein_L23_pseudogene_6
RPL23P7	ribosomal_protein_L23_pseudogene_7
RPL23P8	ribosomal_protein_L23_pseudogene_8
RPL23P9	ribosomal_protein_L23_pseudogene_9
RPL23P10	ribosomal_protein_L23_pseudogene_10
RPL23P11	ribosomal_protein_L23_pseudogene_11
RPL24	ribosomal_protein_L24
RPL24P2	ribosomal_protein_L24_pseudogene_2
RPL24P3	ribosomal_protein_L24_pseudogene_3
RPL24P4	ribosomal_protein_L24_pseudogene_4
RPL24P5	ribosomal_protein_L24_pseudogene_5
RPL24P6	ribosomal_protein_L24_pseudogene_6
RPL24P7	ribosomal_protein_L24_pseudogene_7
RPL24P8	ribosomal_protein_L24_pseudogene_8
RPL26	ribosomal_protein_L26
RPL26L1	ribosomal_protein_L26_like_1
RPL26P2	ribosomal_protein_L26_pseudogene_2
RPL26P3	ribosomal_protein_L26_pseudogene_3
RPL26P4	ribosomal_protein_L26_pseudogene_4
RPL26P5	ribosomal_protein_L26_pseudogene_5
RPL26P6	ribosomal_protein_L26_pseudogene_6
RPL26P7	ribosomal_protein_L26_pseudogene_7
RPL26P8	ribosomal_protein_L26_pseudogene_8
RPL26P9	ribosomal_protein_L26_pseudogene_9
RPL26P10	ribosomal_protein_L26_pseudogene_10
RPL26P11	ribosomal_protein_L26_pseudogene_11
RPL26P12	ribosomal_protein_L26_pseudogene_12
RPL26P13	ribosomal_protein_L26_pseudogene_13
RPL26P14	ribosomal_protein_L26_pseudogene_14
RPL26P15	ribosomal_protein_L26_pseudogene_15
RPL26P16	ribosomal_protein_L26_pseudogene_16
RPL26P17	ribosomal_protein_L26_pseudogene_17
RPL26P18	ribosomal_protein_L26_pseudogene_18
RPL26P19	ribosomal_protein_L26_pseudogene_19
RPL26P20	ribosomal_protein_L26_pseudogene_20
RPL26P21	ribosomal_protein_L26_pseudogene_21
RPL26P22	ribosomal_protein_L26_pseudogene_22
RPL26P23	ribosomal_protein_L26_pseudogene_23
RPL26P24	ribosomal_protein_L26_pseudogene_24
RPL26P25	ribosomal_protein_L26_pseudogene_25
RPL26P26	ribosomal_protein_L26_pseudogene_26
RPL26P27	ribosomal_protein_L26_pseudogene_27
RPL26P28	ribosomal_protein_L26_pseudogene_28
RPL26P29	ribosomal_protein_L26_pseudogene_29
RPL26P30	ribosomal_protein_L26_pseudogene_30
RPL26P31	ribosomal_protein_L26_pseudogene_31
RPL26P32	ribosomal_protein_L26_pseudogene_32
RPL26P33	ribosomal_protein_L26_pseudogene_33
RPL26P34	ribosomal_protein_L26_pseudogene_34
RPL26P35	ribosomal_protein_L26_pseudogene_35
RPL26P36	ribosomal_protein_L26_pseudogene_36
RPL26P37	ribosomal_protein_L26_pseudogene_37
RPL27	ribosomal_protein_L27
RPL27A	ribosomal_protein_L27a
RPL27AP	ribosomal_protein_L27a_pseudogene
RPL27AP2	ribosomal_protein_L27a_pseudogene_2
RPL27AP3	ribosomal_protein_L27a_pseudogene_3
RPL27AP4	ribosomal_protein_L27a_pseudogene_4
RPL27AP5	ribosomal_protein_L27a_pseudogene_5
RPL27AP6	ribosomal_protein_L27a_pseudogene_6
RPL27AP7	ribosomal_protein_L27a_pseudogene_7
RPL27AP8	ribosomal_protein_L27a_pseudogene_8
RPL27P1	ribosomal_protein_L27_pseudogene_1
RPL27P2	ribosomal_protein_L27_pseudogene_2
RPL27P4	ribosomal_protein_L27_pseudogene_4
RPL27P5	ribosomal_protein_L27_pseudogene_5
RPL27P6	ribosomal_protein_L27_pseudogene_6
RPL27P7	ribosomal_protein_L27_pseudogene_7
RPL27P8	ribosomal_protein_L27_pseudogene_8
RPL27P9	ribosomal_protein_L27_pseudogene_9
RPL27P10	ribosomal_protein_L27_pseudogene_10
RPL27P11	ribosomal_protein_L27_pseudogene_11
RPL27P12	ribosomal_protein_L27_pseudogene_12
RPL28	ribosomal_protein_L28
RPL28P1	ribosomal_protein_L28_pseudogene_1
RPL28P2	ribosomal_protein_L28_pseudogene_2
RPL28P3	ribosomal_protein_L28_pseudogene_3
RPL28P4	ribosomal_protein_L28_pseudogene_4
RPL28P5	ribosomal_protein_L28_pseudogene_5
RPL29	ribosomal_protein_L29
RPL29P1	ribosomal_protein_L29_pseudogene_1
RPL29P2	ribosomal_protein_L29_pseudogene_2
RPL29P3	ribosomal_protein_L29_pseudogene_3
RPL29P4	ribosomal_protein_L29_pseudogene_4
RPL29P5	ribosomal_protein_L29_pseudogene_5
RPL29P6	ribosomal_protein_L29_pseudogene_6
RPL29P7	ribosomal_protein_L29_pseudogene_7
RPL29P8	ribosomal_protein_L29_pseudogene_8
RPL29P9	ribosomal_protein_L29_pseudogene_9
RPL29P11	ribosomal_protein_L29_pseudogene_11
RPL29P12	ribosomal_protein_L29_pseudogene_12
RPL29P13	ribosomal_protein_L29_pseudogene_13
RPL29P14	ribosomal_protein_L29_pseudogene_14
RPL29P15	ribosomal_protein_L29_pseudogene_15
RPL29P16	ribosomal_protein_L29_pseudogene_16
RPL29P17	ribosomal_protein_L29_pseudogene_17
RPL29P18	ribosomal_protein_L29_pseudogene_18
RPL29P19	ribosomal_protein_L29_pseudogene_19
RPL29P20	ribosomal_protein_L29_pseudogene_20
RPL29P21	ribosomal_protein_L29_pseudogene_21
RPL29P22	ribosomal_protein_L29_pseudogene_22
RPL29P23	ribosomal_protein_L29_pseudogene_23
RPL29P24	ribosomal_protein_L29_pseudogene_24
RPL29P25	ribosomal_protein_L29_pseudogene_25
RPL29P26	ribosomal_protein_L29_pseudogene_26
RPL29P27	ribosomal_protein_L29_pseudogene_27
RPL29P28	ribosomal_protein_L29_pseudogene_28
RPL29P29	ribosomal_protein_L29_pseudogene_29
RPL29P30	ribosomal_protein_L29_pseudogene_30
RPL29P31	ribosomal_protein_L29_pseudogene_31
RPL29P32	ribosomal_protein_L29_pseudogene_32
RPL29P33	ribosomal_protein_L29_pseudogene_33
RPL30	ribosomal_protein_L30
RPL30P1	ribosomal_protein_L30_pseudogene_1
RPL30P2	ribosomal_protein_L30_pseudogene_2
RPL30P3	ribosomal_protein_L30_pseudogene_3
RPL30P4	ribosomal_protein_L30_pseudogene_4
RPL30P5	ribosomal_protein_L30_pseudogene_5
RPL30P6	ribosomal_protein_L30_pseudogene_6
RPL30P7	ribosomal_protein_L30_pseudogene_7
RPL30P8	ribosomal_protein_L30_pseudogene_8
RPL30P9	ribosomal_protein_L30_pseudogene_9
RPL30P10	ribosomal_protein_L30_pseudogene_10
RPL30P11	ribosomal_protein_L30_pseudogene_11
RPL30P12	ribosomal_protein_L30_pseudogene_12
RPL30P13	ribosomal_protein_L30_pseudogene_13
RPL30P14	ribosomal_protein_L30_pseudogene_14
RPL30P15	ribosomal_protein_L30_pseudogene_15
RPL30P16	ribosomal_protein_L30_pseudogene_16
RPL31	ribosomal_protein_L31
RPL31P1	ribosomal_protein_L31_pseudogene_1
RPL31P2	ribosomal_protein_L31_pseudogene_2
RPL31P3	ribosomal_protein_L31_pseudogene_3
RPL31P4	ribosomal_protein_L31_pseudogene_4
RPL31P5	ribosomal_protein_L31_pseudogene_5
RPL31P6	ribosomal_protein_L31_pseudogene_6
RPL31P7	ribosomal_protein_L31_pseudogene_7
RPL31P8	ribosomal_protein_L31_pseudogene_8
RPL31P9	ribosomal_protein_L31_pseudogene_9
RPL31P10	ribosomal_protein_L31_pseudogene_10
RPL31P11	ribosomal_protein_L31_pseudogene_11
RPL31P12	ribosomal_protein_L31_pseudogene_12
RPL31P13	ribosomal_protein_L31_pseudogene_13
RPL31P14	ribosomal_protein_L31_pseudogene_14
RPL31P15	ribosomal_protein_L31_pseudogene_15
RPL31P16	ribosomal_protein_L31_pseudogene_16
RPL31P17	ribosomal_protein_L31_pseudogene_17
RPL31P18	ribosomal_protein_L31_pseudogene_18
RPL31P19	ribosomal_protein_L31_pseudogene_19
RPL31P20	ribosomal_protein_L31_pseudogene_20
RPL31P21	ribosomal_protein_L31_pseudogene_21
RPL31P22	ribosomal_protein_L31_pseudogene_22
RPL31P23	ribosomal_protein_L31_pseudogene_23
RPL31P24	ribosomal_protein_L31_pseudogene_24
RPL31P25	ribosomal_protein_L31_pseudogene_25
RPL31P26	ribosomal_protein_L31_pseudogene_26
RPL31P27	ribosomal_protein_L31_pseudogene_27
RPL31P28	ribosomal_protein_L31_pseudogene_28
RPL31P29	ribosomal_protein_L31_pseudogene_29
RPL31P30	ribosomal_protein_L31_pseudogene_30
RPL31P31	ribosomal_protein_L31_pseudogene_31
RPL31P32	ribosomal_protein_L31_pseudogene_32
RPL31P33	ribosomal_protein_L31_pseudogene_33
RPL31P34	ribosomal_protein_L31_pseudogene_34
RPL31P35	ribosomal_protein_L31_pseudogene_35
RPL31P36	ribosomal_protein_L31_pseudogene_36
RPL31P37	ribosomal_protein_L31_pseudogene_37
RPL31P38	ribosomal_protein_L31_pseudogene_38
RPL31P39	ribosomal_protein_L31_pseudogene_39
RPL31P40	ribosomal_protein_L31_pseudogene_40
RPL31P41	ribosomal_protein_L31_pseudogene_41
RPL31P42	ribosomal_protein_L31_pseudogene_42
RPL31P43	ribosomal_protein_L31_pseudogene_43
RPL31P44	ribosomal_protein_L31_pseudogene_44
RPL31P45	ribosomal_protein_L31_pseudogene_45
RPL31P46	ribosomal_protein_L31_pseudogene_46
RPL31P47	ribosomal_protein_L31_pseudogene_47
RPL31P48	ribosomal_protein_L31_pseudogene_48
RPL31P49	ribosomal_protein_L31_pseudogene_49
RPL31P50	ribosomal_protein_L31_pseudogene_50
RPL31P51	ribosomal_protein_L31_pseudogene_51
RPL31P52	ribosomal_protein_L31_pseudogene_52
RPL31P53	ribosomal_protein_L31_pseudogene_53
RPL31P54	ribosomal_protein_L31_pseudogene_54
RPL31P55	ribosomal_protein_L31_pseudogene_55
RPL31P56	ribosomal_protein_L31_pseudogene_56
RPL31P57	ribosomal_protein_L31_pseudogene_57
RPL31P58	ribosomal_protein_L31_pseudogene_58
RPL31P59	ribosomal_protein_L31_pseudogene_59
RPL31P60	ribosomal_protein_L31_pseudogene_60
RPL31P61	ribosomal_protein_L31_pseudogene_61
RPL31P62	ribosomal_protein_L31_pseudogene_62
RPL31P63	ribosomal_protein_L31_pseudogene_63
RPL32	ribosomal_protein_L32
RPL32P1	ribosomal_protein_L32_pseudogene_1
RPL32P2	ribosomal_protein_L32_pseudogene_2
RPL32P3	ribosomal_protein_L32_pseudogene_3
RPL32P4	ribosomal_protein_L32_pseudogene_4
RPL32P5	ribosomal_protein_L32_pseudogene_5
RPL32P6	ribosomal_protein_L32_pseudogene_6
RPL32P7	ribosomal_protein_L32_pseudogene_7
RPL32P8	ribosomal_protein_L32_pseudogene_8
RPL32P9	ribosomal_protein_L32_pseudogene_9
RPL32P10	ribosomal_protein_L32_pseudogene_10
RPL32P11	ribosomal_protein_L32_pseudogene_11
RPL32P12	ribosomal_protein_L32_pseudogene_12
RPL32P13	ribosomal_protein_L32_pseudogene_13
RPL32P14	ribosomal_protein_L32_pseudogene_14
RPL32P15	ribosomal_protein_L32_pseudogene_15
RPL32P16	ribosomal_protein_L32_pseudogene_16
RPL32P17	ribosomal_protein_L32_pseudogene_17
RPL32P18	ribosomal_protein_L32_pseudogene_18
RPL32P19	ribosomal_protein_L32_pseudogene_19
RPL32P20	ribosomal_protein_L32_pseudogene_20
RPL32P21	ribosomal_protein_L32_pseudogene_21
RPL32P22	ribosomal_protein_L32_pseudogene_22
RPL32P23	ribosomal_protein_L32_pseudogene_23
RPL32P24	ribosomal_protein_L32_pseudogene_24
RPL32P25	ribosomal_protein_L32_pseudogene_25
RPL32P26	ribosomal_protein_L32_pseudogene_26
RPL32P27	ribosomal_protein_L32_pseudogene_27
RPL32P28	ribosomal_protein_L32_pseudogene_28
RPL32P29	ribosomal_protein_L32_pseudogene_29
RPL32P30	ribosomal_protein_L32_pseudogene_30
RPL32P31	ribosomal_protein_L32_pseudogene_31
RPL32P32	ribosomal_protein_L32_pseudogene_32
RPL32P33	ribosomal_protein_L32_pseudogene_33
RPL32P34	ribosomal_protein_L32_pseudogene_34
RPL32P35	ribosomal_protein_L32_pseudogene_35
RPL32P36	ribosomal_protein_L32_pseudogene_36
RPL34	ribosomal_protein_L34
RPL34-AS1	RPL34_antisense_RNA_1_(head_to_head)
RPL34P1	ribosomal_protein_L34_pseudogene_1
RPL34P2	ribosomal_protein_L34_pseudogene_2
RPL34P3	ribosomal_protein_L34_pseudogene_3
RPL34P4	ribosomal_protein_L34_pseudogene_4
RPL34P5	ribosomal_protein_L34_pseudogene_5
RPL34P6	ribosomal_protein_L34_pseudogene_6
RPL34P7	ribosomal_protein_L34_pseudogene_7
RPL34P8	ribosomal_protein_L34_pseudogene_8
RPL34P9	ribosomal_protein_L34_pseudogene_9
RPL34P10	ribosomal_protein_L34_pseudogene_10
RPL34P11	ribosomal_protein_L34_pseudogene_11
RPL34P12	ribosomal_protein_L34_pseudogene_12
RPL34P13	ribosomal_protein_L34_pseudogene_13
RPL34P14	ribosomal_protein_L34_pseudogene_14
RPL34P15	ribosomal_protein_L34_pseudogene_15
RPL34P16	ribosomal_protein_L34_pseudogene_16
RPL34P17	ribosomal_protein_L34_pseudogene_17
RPL34P18	ribosomal_protein_L34_pseudogene_18
RPL34P19	ribosomal_protein_L34_pseudogene_19
RPL34P20	ribosomal_protein_L34_pseudogene_20
RPL34P21	ribosomal_protein_L34_pseudogene_21
RPL34P22	ribosomal_protein_L34_pseudogene_22
RPL34P23	ribosomal_protein_L34_pseudogene_23
RPL34P24	ribosomal_protein_L34_pseudogene_24
RPL34P25	ribosomal_protein_L34_pseudogene_25
RPL34P26	ribosomal_protein_L34_pseudogene_26
RPL34P27	ribosomal_protein_L34_pseudogene_27
RPL34P28	ribosomal_protein_L34_pseudogene_28
RPL34P29	ribosomal_protein_L34_pseudogene_29
RPL34P30	ribosomal_protein_L34_pseudogene_30
RPL34P31	ribosomal_protein_L34_pseudogene_31
RPL34P32	ribosomal_protein_L34_pseudogene_32
RPL34P33	ribosomal_protein_L34_pseudogene_33
RPL34P34	ribosomal_protein_L34_pseudogene_34
RPL34P35	ribosomal_protein_L34_pseudogene_35
RPL35	ribosomal_protein_L35
RPL35A	ribosomal_protein_L35a
RPL35AP	ribosomal_protein_L35a_pseudogene
RPL35AP2	ribosomal_protein_L35a_pseudogene_2
RPL35AP3	ribosomal_protein_L35a_pseudogene_3
RPL35AP4	ribosomal_protein_L35a_pseudogene_4
RPL35AP5	ribosomal_protein_L35a_pseudogene_5
RPL35AP6	ribosomal_protein_L35a_pseudogene_6
RPL35AP7	ribosomal_protein_L35a_pseudogene_7
RPL35AP8	ribosomal_protein_L35a_pseudogene_8
RPL35AP9	ribosomal_protein_L35a_pseudogene_9
RPL35AP10	ribosomal_protein_L35a_pseudogene_10
RPL35AP11	ribosomal_protein_L35a_pseudogene_11
RPL35AP12	ribosomal_protein_L35a_pseudogene_12
RPL35AP13	ribosomal_protein_L35a_pseudogene_13
RPL35AP14	ribosomal_protein_L35a_pseudogene_14
RPL35AP15	ribosomal_protein_L35a_pseudogene_15
RPL35AP16	ribosomal_protein_L35a_pseudogene_16
RPL35AP17	ribosomal_protein_L35a_pseudogene_17
RPL35AP18	ribosomal_protein_L35a_pseudogene_18
RPL35AP19	ribosomal_protein_L35a_pseudogene_19
RPL35AP20	ribosomal_protein_L35a_pseudogene_20
RPL35AP21	ribosomal_protein_L35a_pseudogene_21
RPL35AP22	ribosomal_protein_L35a_pseudogene_22
RPL35AP23	ribosomal_protein_L35a_pseudogene_23
RPL35AP24	ribosomal_protein_L35a_pseudogene_24
RPL35AP25	ribosomal_protein_L35a_pseudogene_25
RPL35AP26	ribosomal_protein_L35a_pseudogene_26
RPL35AP27	ribosomal_protein_L35a_pseudogene_27
RPL35AP28	ribosomal_protein_L35a_pseudogene_28
RPL35AP29	ribosomal_protein_L35a_pseudogene_29
RPL35AP30	ribosomal_protein_L35a_pseudogene_30
RPL35AP31	ribosomal_protein_L35a_pseudogene_31
RPL35AP32	ribosomal_protein_L35a_pseudogene_32
RPL35AP33	ribosomal_protein_L35a_pseudogene_33
RPL35AP34	ribosomal_protein_L35a_pseudogene_34
RPL35AP35	ribosomal_protein_L35a_pseudogene_35
RPL35AP36	ribosomal_protein_L35a_pseudogene_36
RPL35AP37	ribosomal_protein_L35a_pseudogene_37
RPL35P1	ribosomal_protein_L35_pseudogene_1
RPL35P2	ribosomal_protein_L35_pseudogene_2
RPL35P3	ribosomal_protein_L35_pseudogene_3
RPL35P4	ribosomal_protein_L35_pseudogene_4
RPL35P5	ribosomal_protein_L35_pseudogene_5
RPL35P6	ribosomal_protein_L35_pseudogene_6
RPL35P7	ribosomal_protein_L35_pseudogene_7
RPL35P8	ribosomal_protein_L35_pseudogene_8
RPL35P9	ribosomal_protein_L35_pseudogene_9
RPL36	ribosomal_protein_L36
RPL36A	ribosomal_protein_L36a
RPL36A-HNRNPH2	RPL36A-HNRNPH2_readthrough
RPL36AL	ribosomal_protein_L36a_like
RPL36AP1	ribosomal_protein_L36a_pseudogene_1
RPL36AP2	ribosomal_protein_L36a_pseudogene_2
RPL36AP4	ribosomal_protein_L36a_pseudogene_4
RPL36AP5	ribosomal_protein_L36a_pseudogene_5
RPL36AP6	ribosomal_protein_L36a_pseudogene_6
RPL36AP7	ribosomal_protein_L36a_pseudogene_7
RPL36AP8	ribosomal_protein_L36a_pseudogene_8
RPL36AP9	ribosomal_protein_L36a_pseudogene_9
RPL36AP10	ribosomal_protein_L36a_pseudogene_10
RPL36AP11	ribosomal_protein_L36a_pseudogene_11
RPL36AP12	ribosomal_protein_L36a_pseudogene_12
RPL36AP13	ribosomal_protein_L36a_pseudogene_13
RPL36AP14	ribosomal_protein_L36a_pseudogene_14
RPL36AP15	ribosomal_protein_L36a_pseudogene_15
RPL36AP16	ribosomal_protein_L36a_pseudogene_16
RPL36AP17	ribosomal_protein_L36a_pseudogene_17
RPL36AP18	ribosomal_protein_L36a_pseudogene_18
RPL36AP19	ribosomal_protein_L36a_pseudogene_19
RPL36AP20	ribosomal_protein_L36a_pseudogene_20
RPL36AP21	ribosomal_protein_L36a_pseudogene_21
RPL36AP23	ribosomal_protein_L36a_pseudogene_23
RPL36AP24	ribosomal_protein_L36a_pseudogene_24
RPL36AP25	ribosomal_protein_L36a_pseudogene_25
RPL36AP26	ribosomal_protein_L36a_pseudogene_26
RPL36AP27	ribosomal_protein_L36a_pseudogene_27
RPL36AP28	ribosomal_protein_L36a_pseudogene_28
RPL36AP29	ribosomal_protein_L36a_pseudogene_29
RPL36AP30	ribosomal_protein_L36a_pseudogene_30
RPL36AP31	ribosomal_protein_L36a_pseudogene_31
RPL36AP32	ribosomal_protein_L36a_pseudogene_32
RPL36AP33	ribosomal_protein_L36a_pseudogene_33
RPL36AP34	ribosomal_protein_L36a_pseudogene_34
RPL36AP35	ribosomal_protein_L36a_pseudogene_35
RPL36AP36	ribosomal_protein_L36a_pseudogene_36
RPL36AP37	ribosomal_protein_L36a_pseudogene_37
RPL36AP38	ribosomal_protein_L36a_pseudogene_38
RPL36AP39	ribosomal_protein_L36a_pseudogene_39
RPL36AP40	ribosomal_protein_L36a_pseudogene_40
RPL36AP41	ribosomal_protein_L36a_pseudogene_41
RPL36AP42	ribosomal_protein_L36a_pseudogene_42
RPL36AP43	ribosomal_protein_L36a_pseudogene_43
RPL36AP44	ribosomal_protein_L36a_pseudogene_44
RPL36AP45	ribosomal_protein_L36a_pseudogene_45
RPL36AP46	ribosomal_protein_L36a_pseudogene_46
RPL36AP47	ribosomal_protein_L36a_pseudogene_47
RPL36AP48	ribosomal_protein_L36a_pseudogene_48
RPL36AP49	ribosomal_protein_L36a_pseudogene_49
RPL36AP50	ribosomal_protein_L36a_pseudogene_50
RPL36AP51	ribosomal_protein_L36a_pseudogene_51
RPL36AP53	ribosomal_protein_L36a_pseudogene_53
RPL36AP54	ribosomal_protein_L36a_pseudogene_54
RPL36AP55	ribosomal_protein_L36a_pseudogene_55
RPL36P1	ribosomal_protein_L36_pseudogene_1
RPL36P2	ribosomal_protein_L36_pseudogene_2
RPL36P3	ribosomal_protein_L36_pseudogene_3
RPL36P4	ribosomal_protein_L36_pseudogene_4
RPL36P5	ribosomal_protein_L36_pseudogene_5
RPL36P6	ribosomal_protein_L36_pseudogene_6
RPL36P7	ribosomal_protein_L36_pseudogene_7
RPL36P8	ribosomal_protein_L36_pseudogene_8
RPL36P9	ribosomal_protein_L36_pseudogene_9
RPL36P10	ribosomal_protein_L36_pseudogene_10
RPL36P11	ribosomal_protein_L36_pseudogene_11
RPL36P12	ribosomal_protein_L36_pseudogene_12
RPL36P13	ribosomal_protein_L36_pseudogene_13
RPL36P14	ribosomal_protein_L36_pseudogene_14
RPL36P15	ribosomal_protein_L36_pseudogene_15
RPL36P16	ribosomal_protein_L36_pseudogene_16
RPL36P17	ribosomal_protein_L36_pseudogene_17
RPL36P18	ribosomal_protein_L36_pseudogene_18
RPL36P19	ribosomal_protein_L36_pseudogene_19
RPL36P20	ribosomal_protein_L36_pseudogene_20
RPL37	ribosomal_protein_L37
RPL37A	ribosomal_protein_L37a
RPL37AP1	ribosomal_protein_L37a_pseudogene_1
RPL37AP2	ribosomal_protein_L37a_pseudogene_2
RPL37AP3	ribosomal_protein_L37a_pseudogene_3
RPL37AP4	ribosomal_protein_L37a_pseudogene_4
RPL37AP5	ribosomal_protein_L37a_pseudogene_5
RPL37AP6	ribosomal_protein_L37a_pseudogene_6
RPL37AP7	ribosomal_protein_L37a_pseudogene_7
RPL37AP8	ribosomal_protein_L37a_pseudogene_8
RPL37AP9	ribosomal_protein_L37a_pseudogene_9
RPL37P1	ribosomal_protein_L37_pseudogene_1
RPL37P2	ribosomal_protein_L37_pseudogene_2
RPL37P3	ribosomal_protein_L37_pseudogene_3
RPL37P4	ribosomal_protein_L37_pseudogene_4
RPL37P5	ribosomal_protein_L37_pseudogene_5
RPL37P6	ribosomal_protein_L37_pseudogene_6
RPL37P7	ribosomal_protein_L37_pseudogene_7
RPL37P8	ribosomal_protein_L37_pseudogene_8
RPL37P9	ribosomal_protein_L37_pseudogene_9
