HgeneSymbol	TgeneSymbol	diseaseName	pubmedIds
MLLT1	MLL	MLLassociated leukemias	12367585
MLLT10	PICALM	myeloid/lymphoid or mixedlineage leukemia	11701946
MN1	ETV6	acute myeloid leukemia	17369854
MN1	ETV6	myeloid leukemia	16105979
MNX1	ETV6	acute myeloid leukemia (AML)	18940475
MYST3	NCOA2	Acute mixed lineage leukemia	9731070
MRPS10	HPR	LNCaP	18438408
MSI2	HOXA9	chronic myeloid leukemia 	12649177
MUC1	IGH@	extranodal lymphoma	10779441
IRF4	IRF4	multiple myeloma	9326949
MYC	BCL7A	Bcell nonHodgkin lymphoma (BNHL)	8605326
MYC	IGH@	sporadic Burkittlymphoma	17541401
MYC	IGH@	Burkitt's lymphoma	15287031
MYC	IGH@	Burkitt's lymphoma	12646948
MYC	IGH@	Burkitt's lymphomas(BL)	10550304
MYC	IGH@		18708370
PML	RARA	Acute promyelocytic leukemia	1650447
PML	RARA	acute promyelocytic leukemia	1312695
PML	RARA	acute promyelocytic leukemia	1320955
MYST3	CREBBP		17361217
NONO	TFE3	Kidney carcinoma	17361217
NPM1	ALK		18509351
NPM1	ALK	anaplastic largecell lymphoma (ALCL)	18089725
NPM1	ALK	anaplastic largecell lymphomas (ALCLs)	17612934
NPM1	ALK	anaplastic largecell lymphomas (ALCLs)	17537995
NPM1	ALK	Anaplastic largecell lymphoma (ALCL)	17519389
NPM1	ALK	Anaplastic large cell lymphoma (ALCL)	17320171
NPM1	ALK	anaplastic large cell lymphoma (ALCL)	17110082
NPM1	ALK	anaplastic large cell lymphoma	17094440
NPM1	ALK	anaplastic largecell lymphoma	17086210
NPM1	ALK	nonHodgkin lymphoma	17073594
NPM1	ALK	anaplastic large cell lymphoma (ALCL)	16982741
NPM1	ALK	Anaplastic large cell lymphoma (ALCL)	16900211
NPM1	ALK	Anaplastic large cell lymphoma (ALCL)	16049513
NPM1	ALK	anaplastic largecell lymphoma (ALCL)	15883821
NPM1	ALK	Anaplastic largecell lymphomas (ALCL)	15588951
NPM1	ALK	Bcell lymphomas	14586401
NPM1	ALK	large Bcell lymphoma	14576483
NPM1	ALK	T/nullcell lymphoma 	14569815
NPM1	ALK	large Bcell lymphoma	14563642
NPM1	ALK	anaplastic lymphoma kinase (ALK)positive nonHodgkin lymphomas	12816858
NPM1	ALK	Anaplastic largecell lymphoma	12748172
NPM1	ALK	anaplastic largecell lymphoma	12644020
NPM1	ALK	"Anaplastic largecell lymphoma (ALCL), nonHodgkin's lymphomas (NHLs) "	11607814
NPM1	ALK	anaplastic large cell lymphoma (ALCL)	11532349
NPM1	ALK	anaplastic large cell lymphoma (ALCL)	11522649
NPM1	ALK	anaplastic largecell lymphomas (ALCLs)	11110708
NPM1	ALK	"anaplastic large cell lymphoma (ALCL), nonHodgkin's lymphomas (NHL)"	10994999
NPM1	ALK	Anaplastic lymphoma kinase (ALK)	10807789
NPM1	ALK	ALCL 	10741140
NPM1	ALK	ALKpositive lymphoma	10552961
NPM1	ALK	anaplastic largecell lymphoma (ALCL)	9763551
NPM1	ALK	anaplastic large cell lymphoma (ALCL)	9561912
NPM1	ALK	anaplastic large cell lymphoma (ALCL)	9450809
NPM1	ALK	anaplastic large cell lymphoma (ALCL)	9274957
NPM1	ALK	anaplastic large cell lymphomas (ALCLs)	9209450
NPM1	ALK	nonHodgkin's lymphoma	9121481
NPM1	ALK	Anaplastic largecell lymphoma (ALCL)	9209644
NPM1	ALK	Anaplastic large cell lymphoma (ALCL)	9021682
NPM1	ALK	Anaplastic large cell lymphoma (ALCL)	8781434
NPM1	ALK	Anaplastic large cell lymphoma (ALCL) and Hodgkin's disease (HD)	7579458
NPM1	ALK	anaplastic large cell(ALC) lymphomas	7655001
NPM1	ALK	anaplastic large cell lymphoma (ALCL)	7772531
NPM1	ALK	nonHodgkin's lymphoma	8122112
NPM1	ALK	Anaplastic large cell lymphomas 	12505251
NPM1	MLF1		17967869
NPM1	MLF1	"myelodysplastic syndrome (MDS), acute myeloid leukemia (AML)"	11021751
NPM1	MLF1	myelodysplastic syndrome (MDS)	10391679
NPM1	MLF1	"myelodysplastic syndrome, acute myeloid leukemia"	8661158
NPM1	MLF1	acute myelogenous leukemia (AML)	8570204
NPM1	RARA	acute promyelocytic leukemia (APL)	18683144
NPM1	RARA	cutaneous mastocytosis	19052694
NPM1	RARA	acute promyelocytic leukemia (APL)	8562957
NPM1	RARA	acute promyelocytic leukemia	14508522
NPM1	ALK	Anaplastic large Tcell lymphoma with CD30 and ALK expression in children and adolescents	17361217
NSD1	NUP98	childhood acute myeloid leukemia	12353270
NPM1	ALK	pediatric anaplastic large cell lymphomas	12213716
NPM1	ALK	Anaplastic large cell lymphomas (ALCL)	15297972
NUP214	ABL1	Tcell acute lymphoblastic leukemia	18923437
NUP214	ABL1	Tcell leukemia	18799215
NUP214	ABL1	Tcell acute lymphoblastic leukemia (TALL)	16873673
NUP214	ABL1		17361217
NUP98	DDX10	pediatric acute myeloid leukemia	17116492
NUP98	DDX10	chronic myelogenous leukemia	15721630
NUP98	DDX10	etoposiderelated myelodysplastic syndrome	10830185
NUP98	DDX10	myelodysplasia	10222653
NUP98	DDX10	myeloid malignancies	9166830
NUP98	HOXA9	myeloid leukemia	15454493
NUP98	HOXA9	"acute myelogenous leukemia (AML), chronic myelogenous leukemia (CML), myelodysplastic syndrome (MDS)"	11830496
NUP98	HOXA9	acute myeloid leukemia (AML)	9858599
NUP98	HOXA9	acute myeloid leukaemia (AML)	9074407
NUP98	HOXA9		17361217
NUP98	HOXC11	"acute myeloid leukemia, myeloid malignancies"	12183408
NUP98	HOXC13	acute myeloid leukemia	12461755
NUP98	HOXD13	"myelodysplastic syndrome (MDS), acute nonlymphocytic leukemia (ANLL)"	18566322
NUP98	HOXD13	myelodysplastic syndromes (MDSs)	15755899
NUP98	HOXD13	acute myeloid leukemia	12543865
NUP98	HOXD13	acute myeloid leukemia (AMLM4)	10995009
NUP98	PSIP1	pediatric acute myeloid leukemia	15725483
NUP98	WHSC1L1	myelodysplastic syndrome	19380029
NUP98	PRRX1	human myeloid leukemialike phenotype	15182531
NUP98	PRRX1	acute myelogenous leukemia (AML)	10397741
NUP98	RAP1GDS1	Tcell acute lymphoblastic leukemia (TALL)	11325654
NUP98	RAP1GDS1	T acute lymphoblastic leukaemia (TALL)	10929031
NUP98	TOP1	acute myeloid leukemia	16939812
NUP98	TOP1	acute myeloid leukemia	15100157
NUP98	TOP1	de novo acute myeloid leukemia	12874791
NUP98	TOP1	acute monocytic leukemia	12645654
NUP98	TOP1	acute myelogenous leukemia or myelodysplastic syndrome(tAML/MDS)	10556215
ODZ4	NRG1	Breast carcinoma	17361217
OMG	NF1		1899288
RBM15	TIRAP	acute megakaryocytic leukemia (AML)M7	11746984
TP53	FXR2	acute megakaryoblastic leukemia	16778363
TP53	TCEAL1	human oral squamous cell carcinoma	12839645
PAFAH1B3	CLK2	"mental retardation, ataxia and atrophy of the brain"	11285245
PAH	CAT	?	1321825
PAX3	FOXO1	alveolar rhabdomyosarcoma (ARMS)	19339268
PAX3	FOXO1	Rhabdomyosarcoma	19039198
PAX3	FOXO1	Adult cutaneous alveolar rhabdomyosarcoma	18705836
PAX3	FOXO1	alveolar Rhabdomyosarcoma (ARMS)	18335505
PAX3	FOXO1	alveolar rhabdomyosarcoma (ARMS)	17638879
PAX3	FOXO1	alveolar rhabdomyosarcoma (aRMS)	17525748
PAX3	FOXO1	alveolar rhabdomyosarcom	17478770
PAX3	FOXO1	Alveolar rhabdomyosarcoma (aRMS)	16964289
PAX3	FOXO1	alveolar rhabdomyosarcomas (RMS)	16952014
PAX3	FOXO1	alveolar rhabdomyosarcoma (ARMS)	16381018
PAX3	FOXO1	alveolar rhabdomyosarcoma (ARMS)	16140913
PAX3	FOXO1	alveolar rhabdomyosarcoma	15184910
PAX3	FOXO1	human rhabdomyosarcoma	12561432
PAX3	FOXO1	musclederived tumor alveolar rhabdomyosarcoma	12414908
PAX3	FOXO1	rhabdomyosarcoma	12401804
PAX3	FOXO1	alveolar rhabdomyosarcomas (ARMSs)	11059777
PAX3	FOXO1	alveolar rhabdomyosarcoma	10393185
PAX3	FOXO1	alveolar rhabdomyosarcoma (ARMS)	9823299
PAX3	FOXO1	alveolar rhabdomyosarcoma	9721857
PAX3	FOXO1	Alveolar rhabdomyosarcoma	9294613
PAX3	FOXO1	alveolar rhabdomyosarcoma (RMS)	8917562
PAX3	FOXO1	alveolar rhabdomyosarcoma	8790412
PAX3	FOXO1	alveolar rhabdomyosarcoma	8875239
PAX3	FOXO1	alveolar rhabdomyosarcoma	8643596
PAX3	FOXO1	rhabdomyosarcoma(RMS)	7636557
PAX3	FOXO1	Alveolar rhabdomyosarcoma (ARMS)	7624119
PAX3	FOXO1	pediatric solid tumor alveolar rhabdomyosarcoma	7536457
PAX3	FOXO1	alveolar rhabdomyosarcoma tumors (ARMS)	10866659
PAX3	FOXO1	pediatric cancer alveolar rhabdomyosarcoma	10700864
PAX3	FOXO1	alveolar rhabdomyosarcoma	7630639
PAX3	FOXO1	alveolar Rhabdomyosarcoma (aRMS)	18457914
PAX3	FOXO1	rhabdomyosarcoma	12550764
PAX3	FOXO1	"Rhabdomyosarcoma, alveolar"	17361217
PAX3	FOXO4	"Rhabdomyosarcoma, alveolar"	17361217
PAX3	NCOA1	"Rhabdomyosarcoma, alveolar"	17361217
PAX3	FOXO1	Alveolar rhabdomyosarcomas	14697639
PAX7	FOXO1	Alveolar rhabdomyosarcomas	14697639
PAX5	PML	childhood acute lymphoblastic leukaemia	17897302
PAX5	ETV6	Bcell precursor ALL	18172310
PAX7	FOXO1	Alveolar rhabdomyosarcoma (ARMS)	11063797
PAX7	FOXO1	alveolar rhabdomyosarcoma	8889501
PAX7	FOXO1	Alveolar rhabdomyosarcoma (ARMS)	18561177
PAX7	FOXO1	"Rhabdomyosarcoma, alveolar"	17361217
PAX8	PPARG	thyroid follicular cancer	15256783
PAX8	PPARG	follicular thyroid tumors	12970322
PAX8	PPARG	"follicular thyroid carcinomas,adenomas"	12519876
PAX8	PPARG	thyroid carcinoma	12364466
PAX8	PPARG	Follicular thyroid carcinoma (but also present in follicular adenoma)	17361217
PAX8	PPARG	thyroid follicular tumour	17651453
PAX8	PPARG	follicular adenoma	16444351
PAX8	PPARG	Follicular thyroid carcinoma	16179407
PAX8	PPARG	follicular thyroid carcinoma	15379724
PAX8	PPARG	"follicular thyroid carcinomas,follicular thyroid adenomas"	15238980
PAX8	PPARG	Follicular thyroid carcinoma	15077183
PBX1	TCF3	preB acute lymphoblastic leukemia	15182431
PBX1	TCF3	childhood acute lymphoblastic leukemia	1520867
PBX1	TCF3	children with preBcell acute lymphoblastic leukemia	1671560
PBX1	TCF3	preB cell acute lymphoblastic leukemias	2078515
PCM1	JAK2	acute myeloid leukemia (AML)	18594780
PCM1	JAK2	atypical chronic myeloid leukaemia	16091753
PCM1	JAK2	"chronic, acute leukemia"	15805263
PDGFRA	FIP1L1	chronic eosinophilic leukemia	17549478
CBFB	MYH11	Acute myelomonoblastic leukemia	9720717
CBFB	MYH11	Myelomonoblastic leukaemia	9207416
PIM3	PARP9	MCF7	17568001
PKMYT1	TMEM203	MCF7	17568001
PLAG1	HAS2	Lipoblastomas	18798558
ZBTB16	RARA	acute promyelocytic leukaemia (APL)	7892256
ZBTB16	RARA	acute promyelocytic leukemia (APL)	17194664
ZBTB16	RARA	acute leukaemia	15467736
ZBTB16	RARA	acute promyelocytic leukemia	15065091
ZBTB16	RARA	acute promyelocytic leukemia (APL)	11964310
ZBTB16	RARA	acute promyelocytic leukaemia (APL)	11704848
ZBTB16	RARA	acute promyelocytic leukemia	9278395
ZBTB16	RARA	acute promyelocytic leukemia(APL)	8622986
PML	RARA	acute promyelocytic leukemias	14612419
PML	RARA	Acute promyelocytic leukemia (APL)	9834237
PML	RARA	acute promyelocytic leukemia(APL)	9691124
PML	RARA	acute promyelocytic leukemia (APL)	18543226
PML	RARA	acute promyelocytic leukemia (APL)	18509536
PML	RARA	acute promyelocytic leukemia (APL)	15308013
PML	RARA	acute promyelocytic leukemia	12691149
PML	RARA	acute promyelocytic leukemia(APL)	11593538
PML	RARA	acute myeloid leukemia(AML)	11587362
PML	RARA	acute promyelocytic leukemia(APL)	11552979
PML	RARA	acute promyelocytic leukemia (APL)	11243116
PML	RARA	acute promyelocytic leukemia (APL)	11212271
PML	RARA	acute promyelocytic leukemia (APL)	11172538
PML	RARA	Acute promyelocytic leukemia (APL)	11122887
PML	RARA	acute promyelocytic leukemia(APL)	11068554
PML	RARA	acute promyelocytic leukemia(APL)	11066449
PML	RARA	Acute promyelocytic leukemia (APL)	10942371
PML	RARA	Acute promyelocytic leukemia (APL)	10942370
PML	RARA	acute promyelocytic leukemia(APL)	10874003
PML	RARA	acute promyelocytic leukemia(APL)	10867154
PML	RARA	"acute promyelocytic leukemias (APLM3 eight hypergranular, four microgranular)"	10797447
PML	RARA	acute myelogenous leukemia(AML)	10702898
PML	RARA	acute promyelocytic leukemia (APL)	10688806
PML	RARA	"acute promyelocytic leukemia(APL),  acute myeloid leukemia (AML)"	10609802
PML	RARA	acute promyelocytic leukemia(APL)	10553155
PML	RARA	acute promyelocytic leukaemia (APL)	8755206
PML	RARA	acute promyelocytic leukaemia (APL)	8703836
PML	RARA	Acute promyelocytic leukemia (APL)	8605358
PML	RARA	Acute promyelocytic leukemia (APL)	9206036
PML	RARA	Acute promyelocytic leukemia (APL)	8727344
PML	RARA	Acute promyelocytic leukemia (APL)	8721678
PML	RARA	Acute promyelocytic leukemia (APL)	8608243
PML	RARA	Acute promyelocytic leukemia (APL)	8536228
PML	RARA	Acute promyelocytic leukemia (APL)	7500643
PML	RARA	acute promyelocytic leukemia (APL)	7638205
PML	RARA	acute promyelocytic leukemia (APL)	7759992
PML	RARA	acute promyelocytic leukemia (APL)	7539517
PML	RARA	acute promyelocytic leukemia (APL)	7536493
PML	RARA	acute promyelocytic leukemia (APL)	8580793
PML	RARA	acute promyelocytic leukemia (APL)	7648936
PML	RARA	acute promyelocytic leukemia (APL)	7628753
PML	RARA	Acute promyelocytic leukemia (APL) 	7529139
PML	RARA	human malignancies	8773125
PML	RARA	Acute promyelocytic leukemia (APL) 	8525772
PML	RARA	Acute promyelocytic leukemia (APL)	7719245
PML	RARA	Acute promyelocytic leukemia (APL)	7719237
PML	RARA	Acute promyelocytic leukemia (APL)	7534109
PML	RARA	Acute promyelocytic leukemia (APL)	7987829
PML	RARA	Acute promyelocytic leukemia (APL)	7697468
PML	RARA	acute promyelocytic leukemia (APL)	7935403
PML	RARA	acute promyelocytic leukemia (APL)	7934155
PML	RARA	acute promyelocytic leukemia (APL)	7858239
PML	RARA	"acute promyelocytic leukemia (APL), acute myeloid leukemia (AML)"	7831584
PML	RARA		7519122
PML	RARA	acute promyelocytic leukemia	8144129
PML	RARA	Acute promyelocytic leukemia	8293467
PML	RARA	Acute promyelocytic leukemia (APL)	8260693
PML	RARA	Acute promyelocytic leukaemia (APL)	8142621
PML	RARA	Acute promyelocytic leukemia (APL)	8238249
PML	RARA	Acute promyelocytic leukemia (APL)	8136268
PML	RARA	Acute promyelocytic leukemia (APL)	7920173
PML	RARA	acute promyelocytic leukemia (APL)	19273155
PML	RARA		19075265
PML	RARA		19065540
PML	RARA	Acute promyelocytic leukemia (APL)	17934255
PML	RARA	Acute promyelocytic leukemia (APL)	16772124
PML	RARA	acute promyelocytic leukemia	16056248
PML	RARA	acute promyelocytic leukemia (APL)	15899384
PML	RARA	acute promyelocytic leukemia (APL)	15771903
PML	RARA	promyelocytic leukaemia	15179005
PML	RARA	acute promyelocytic leukemia	14642108
PML	RARA	acute promyelocytic leukemia	12505266
PML	RARA	Acute promyelocytic leukemia (APL)	11929790
PML	RARA	Acute promyelocytic leukemia (APL)	11807007
PML	RARA	promyelocytic leukemia (APL)	10913680
PML	RARA	"Extramedullary disease (EMD), acute promyelocytic leukemia (APL)"	10897129
PML	RARA	acute promyelocytic leukemia (PML)	10699936
PML	RARA	acute promyelocytic leukemia (APL)	9864933
PML	RARA	APL	9737682
PML	RARA	Acute promyelocytic leukemia (APL)	9209366
PML	RARA	acute promyelocytic leukemia	8674046
PML	RARA	acute promyelocytic leukemia (APL) 	7858248
PML	RARA	Acute promyelocytic leukemia (APL)	8208541
PML	RARA	acute promyelocytic leukemia (APL)	7507700
PML	RARA	acute promyelocytic leukemia (APL)	8274203
PML	RARA	acute promyelocytic leukemia (APL)	7682097
PML	RARA	Acute promyelocytic leukemia	1337847
PML	RARA	"Acute promyelocytic leukaemia, sensitive to treatment with all transretinoic acid, good prognosis"	17361217
PML	RARA	Acute promyelocytic leukemia (APL)	19041605
PML	RARA	acute promyelocytic leukemia (APL)	18953948
PML	RARA	acute promyelocytic leukemia (APL)	18780572
PML	RARA	acute promyelocytic leukemia (APL)	18371732
PML	RARA	Acute promyelocytic leukemia (APL)	17929112
PML	RARA	acute promyelocytic leukaemia (APL)	17561254
PML	RARA		17456159
PML	RARA	Acute promyelocytic leukemia (APL)	17454588
PML	RARA	acute promyelocytic leukemia (APL)	17342318
PML	RARA	acute promyelocytic leukaemia (APL)	17317642
PML	RARA	Acute promyelocytic leukemia (APL)	17217047
PML	RARA	acute promyelocytic leukaemia (APL)	17172828
PML	RARA	acute promyelocytic leukemia	17007927
PML	RARA	acute promyelocytic leukemia (APL)	16928291
PML	RARA	Acute promyelocytic leukemia (APL)	16925116
PML	RARA	acute promyelocytic leukemia (APL)	16835227
PML	RARA	acute promyelocytic leukemia (APL)	16788101
PML	RARA	acute promyelocytic leukemia(APL)	16638209
PML	RARA	acute promyelocytic leukemia	16637276
PML	RARA	Acute promyelocytic leukemia (APL)	16630218
PML	RARA	acute promyelocytic leukemia(APL)	16375665
PML	RARA	acute promyelocytic leukemia (APL)	16330433
PML	RARA	Acute promyelocytic leukemia (APL)	16273555
PML	RARA	acute promyelocytic leukemia	16132910
PML	RARA	Acute promyelocytic leukemia (APL)	15988048
PML	RARA	Acute promyelocytic leukemia (APL)	15860361
PML	RARA	Acute promyelocytic leukemia	15604884
PML	RARA	acute promyelocytic leukemia	15572690
PML	RARA	acute promyelocytic leukaemia (APL)	15448669
PML	RARA	Acute promyelocytic leukemia	15359634
PML	RARA	acute promyelocytic leukemia	15278297
PML	RARA	acute promyelocytic leukemia	15160934
PML	RARA	promyelocytic leukemia	15124139
PML	RARA	acute promyelocytic leukemia	14706140
PML	RARA	acute promyelocytic leukaemia	12935966
PML	RARA	acute promyelocytic leukemia	12642682
PML	RARA	Acute promyelocytic leukemia(APL)like disease	12060771
PML	RARA	"Acute promyelocytic leukaemia (APL), minimal residual disease (MRD), acute myeloid leukaemia (AML)"	11987921
PML	RARA	chromosomal anomalies (most commonly translocations) in lymphoma and leukemia	11781220
PML	RARA	acute promyelocytic leukaemia (APL)	11704850
PML	RARA	acute promyelocytic leukaemia (APL)	11704847
PML	RARA	acute promyelocytic leukaemia (APL)	11699210
PML	RARA	acute promyelocytic leukemia	10484977
PML	RARA	Acute promyelocytic leukemia (APL)	9864917
PML	RARA	Acute promyelocytic leukaemia (APL)	9734655
PML	RARA	acute promyelocytic leukemia (APL)	9694705
PML	RARA	acute promyelocytic leukemia	9680345
PML	RARA	acute promyelocytic leukemia	9636146
PML	RARA	acute promyelocytic leukemia	9577647
PML	RARA	Acute promyelocytic leukemia (APL)	9535176
PML	RARA	acute promyelocytic leukemia(APL)	9530334
PML	RARA	Acute promyelocytic leukemia (APL)	9389704
PML	RARA	Acute promyelocytic leukaemia (APL)	9401072
PML	RARA	acute promyelocytic leukemia (APL)	9369431
PML	RARA	Acute promyelocytic leukemia (APL)	9354674
PML	RARA	acute promyelocytic leukemia (APL)	9242568
PML	RARA	acute promyelocytic leukemia	9242531
PML	RARA	acute promyelocytic leukemia (APL)	9207466
PML	RARA	Acute Promyelocytic Leukemia(APL)	9772507
PML	RARA	acute promyelocytic leukemia	9156244
PML	RARA		9136977
PML	RARA	acute eosinophilic granulocytic leukemia	9096703
PML	RARA	acute promyelocytic leukemia (APL)	9122233
PML	RARA	Acute promyelocytic leukemia (APML)	9002938
PML	RARA	acute promyelocytic leukemia (APL)	9031108
PML	RARA	acute promyelocytic leukemia	8923791
PML	RARA	Acute promyelocytic leukemia (APL)	8684004
PML	RARA	acute promyelocytic leukaemia	8654368
PML	RARA	acute promyelocytic leukemia	8152308
PML	RARA	acute promyelocytic leukemia (APL)	8152276
PML	RARA	acute promyelocytic leukemia	8296791
PML	RARA	acute promyelocytic leukemia	8402546
PML	RARA	Acute promyelocytic leukemia	8394752
PML	RARA	acute promyelocytic leukemia	8394219
PML	RARA	acute promyelocytic leukemia	8394480
PML	RARA	acute promyelocytic leukemia (APL)	8393784
PML	RARA	acute promyelocytic leukemia	8395310
PML	RARA	acute promyelocytic leukemia	8385249
PML	RARA	acute promyelocytic leukemia (APL)	8095167
PML	RARA	acute promyelocytic leukemia	1453773
PPP2R2A	CHEK2	childhood teratoma	16790090
CCND1	CCND1	lymphoma	1591003
PRCC	TFE3	Renal cell carcinoma (RCC)	16010549
PRCC	TFE3	renal cell carcinoma	12351585
PRCC	TFE3	papillary renal cell carcinoma	8872474
PRCC	TFE3	Papillary renal cell carcinoma in children and adolescents	17361217
PRDX4	RUNX1	acute myeloid leukemia	15188461
PVT1	CHD7		19136943
RANBP2	ALK	Inflammatory myofibroblastic tumour	17361217
RARA	PML	acute promyelocytic leukemia	17008891
RARA	PML	acute promyelocytic leukemia (APL)	8161469
RARA	ZBTB16	acute promyelocytic leukemia (APL)	18000064
RARA	ZBTB16	acute promyelocytic leukemia	10497277
RARA	ZBTB16	acute promyelocytic leukemia (APL)	8541544
RARA	PML	Acute promyelocytic leukemia	9096691
RBM15	MKL1	Acute megakaryoblastic leukaemia in infants (nonDown syndrome)	17361217
RC3H2	RGS3	"VCaP, VCaPMet"	18438408
DDX6	SFRS11	human Bcell lymphoma	12823589
RET	CCDC6	Thyroid carcinoma	17361217
RET	GOLGA5	Thyroid carcinoma	17361217
RET	KTN1	Thyroid carcinoma	17361217
RET	NCOA4	Thyroid carcinoma	17361217
RET	PCM1	Thyroid carcinoma	17361217
RET	PCM1	papillary thyroid carcinoma(PTCs)	10980597
RET	PRKAR1A	Thyroid carcinoma	17361217
RET	TAS2R38	papillary carcinoma	15368067
RET	TAS2R38	Warthinlike tumour	10849090
RET	TAS2R38	thyroid carcinoma	10369300
RET	TAS2R38	Chinese papillary thyroid carcinomas	9589668
RET	TAS2R38	papillary carcinoma	9001272
RET	NCOA4	papillary thyroid papillary thyroid	12457448
RET	NCOA4	papillary thyroid cancers (PTCs)	18583418
RET	NCOA4	papillary thyroid carcinoma	10083732
RET	ERC1	Thyroid carcinoma	17361217
RET	TRIM24	Thyroid carcinoma	17361217
RET	TRIM33	Thyroid carcinoma	17361217
RLF	MYCL1	smallcell lung cancer 	1312699
RLF	MYCL1	smallcell lung cancer 	1649386
RPN1	MECOM	3q21q26 syndrome	14607750
RPN1	MECOM		17361217
RPS10	HPR	Prostate carcinoma	17361217
RPS6KB1	TMEM49	MCF7	17568001
RUNX1	RUNX1	acute myeloid leukemia (AML)	17934489
RUNX1	RUNX1	RUNX leukemia	15156185
RUNX1	RUNX1T1	acute myelocitic leukemia (AML)	15927680
RUNX1	RUNX1T1	acute myeloid leukemia (AML) 	15551097
RUNX1	MECOM	"myelodysplastic syndrome, chronic myelogenous leukemia"	19016745
RUNX1	RUNX1T1	acute myeloid leukemia	15052372
RUNX1	RUNX1T1	acute myeloid leukemia	15124686
RUNX1	PRDM16	myeloid leukemia	16900497
RUNX1	PRDM16	acute myeloid leukemia (AML)	16015645
RUNX1	RUNX1T1	"Acute myeloid leukaemia, M2 type, with dysplastic features and Auer rods, good prognosis"	17361217
SDHB	CAT		1850265
SEC31A	ALK	Inflammatory myofibroblastic tumor (IMT)	16161041
SEC31A	ALK	Inflammatory myofibroblastic tumour	17361217
SET	NUP214	acute undifferentiated leukemia	17620317
SET	NUP214	acute undifferentiated leukemia	1384675
SFPQ	EIF5A	HCT116	17568001
SFPQ	TFE3	Kidney carcinoma	17361217
STIL	TAL1	Tcell acute lymphocytic leukemia	12681356
STIL	TAL1	childhood Tcell acute lymphoblastic leukemia	9080116
STIL	TAL1	acute lymphoblastic leukemia (ALL)	9275514
SIVA1	SQSTM1	HCT116	17568001
SLC34A2	ROS1	Lung Cancer	18083107
SLC45A3	ELK4		19136943
SLC45A3	ELK4	Met4	18438408
SLC45A3	ETV1		17671502
SLC45A3	ETV1	prostate cancer	18172298
SLC45A3	ETV5		18172298
SMARCB1	SMARCB1	malignant rhabdoid tumor (MRT)	18580682
SPTBN1	FLT3	atypical chronic myeloid leukemia	17764812
SRP9	RPS8	HCT116	17568001
SS18	SSX2	synovial sarcoma	18714179
SS18	SSX2	synovial sarcoma	18267106
SS18	SSX2	synovial sarcoma	17471153
SS18	SSX2	hemangiopericytomalike tumors	15163009
SS18	SSX1	synovial sarcoma	18234968
SS18	SSX1	Synovial sarcoma	17361217
SS18	SSX2	Synovial sarcoma	17361217
SS18	SSX4	Synovial sarcoma	17361217
SS18L1	SSX1	synovial sarcoma	12696068
SS18L1	SSX1	Synovial sarcoma	17361217
SSBP2	JAK2	preB acute lymphocytic leukemia	18618714
SSX2	SS18	Synovial sarcoma	15208645
STIL	TAL1	ALL	17361217
STRN4	TECR	Met3	18438408
SYT1	SSX2	synovial sarcoma	18720326
SYT1	SSX2	synovial sarcoma	18563504
SYT1	SSX2	synovial sarcoma	18333330
SYT1	SSX2	Synovial sarcoma	18262374
SYT1	SSX2	synovial sarcoma	17609629
SYT1	SSX2	Synovial sarcoma	17334346
SYT1	SSX2		17272904
SYT1	SSX2	synovial sarcoma	17197923
SYT1	SSX2	synovial sarcomas (SSs)	16957934
SYT1	SSX2	synovial sarcoma	16946567
SYT1	SSX2	synovial sarcoma	16861763
SYT1	SSX2	synovial sarcoma	16813111
SYT1	SSX2	synovial sarcoma (SS)	16556060
SYT1	SSX2	synovial sarcoma	16142418
SYT1	SSX2	synovial sarcoma	15914281
SYT1	SSX2	synovial sarcoma	15793062
SYT1	SSX2	Synovial sarcoma (SS)	15725802
SYT1	SSX2	synovial sarcoma	15641030
SYT1	SSX2	synovial sarcoma	15467731
SYT1	SSX2		15240740
SYT1	SSX2	synovial sarcoma of the thorax	15140553
SYT1	SSX2	Synovial sarcoma	15043115
SYT1	SSX2	synovial sarcoma	14576825
SYT1	SSX2	synovial sarcoma	12133991
SYT1	SSX2	malignant tumor	12097301
SYT1	SSX2	Synovial sarcoma (SS)	12065783
SYT1	SSX2	human synovial sarcoma	12063544
SYT1	SSX2	Peripheral nerve sheath tumors (PNSTs)	11910511
SYT1	SSX2	synovial sarcoma	11561755
SYT1	SSX2	synovial sarcoma	11224613
SYT1	SSX2	synovial sarcoma(SS)	10685632
SYT1	SSX2	synovial sarcoma(SS)	10645714
SYT1	SSX2	synovial sarcoma(SS)	10565298
SYT1	SSX2	synovial sarcoma	10396284
SYT1	SSX2	synovial sarcoma	10348348
SYT1	SSX2	synovial sarcoma	9846971
SYT1	SSX2	synovial sarcoma	9428816
SYT1	SSX2	Synovial sarcoma	9285793
SYT1	SSX2	monophasic synovial sarcoma	8607444
SYT1	SSX2	synovial sarcoma	8579122
SYT1	SSX2	synovial sarcoma	11866985
SYT1	SSX2	synovial sarcoma	11866984
SYT1	SSX2	synovial sarcoma	11450996
SYT1	SSX1	Synovial sarcoma (SS)	17721327
SYT1	SSX1	Synovial sarcoma	17197895
SYT1	SSX1	Epithelioid sarcoma	16157200
SYT1	SSX1	Primary pulmonary synovial sarcoma	15879502
SYT1	SSX1	synovial sarcoma	15735574
SYT1	SSX1	Synovial sarcoma	14649326
